timestamp,x,y,z
2024-08-22 19:57:54,-0.06,-0.31,-0.12
2024-08-22 20:02:13,0.06,-0.37,-0.24
2024-08-22 20:09:39,-0.18,-0.24,0.0
2024-08-22 20:11:44,0.18,-0.43,-0.31
2024-08-22 20:01:55,0.12,-0.43,-0.31
2024-08-22 20:07:19,0.18,-0.37,-0.37
2024-08-22 19:55:54,0.12,-0.37,-0.31
2024-08-22 19:58:50,-0.06,-0.31,-0.18
2024-08-22 20:04:10,-0.12,-0.31,-0.12
2024-08-22 20:00:35,0.24,-0.49,-0.43
2024-08-22 20:04:50,0.0,-0.37,-0.18
2024-08-22 19:56:30,0.12,-0.37,-0.31
2024-08-22 19:58:45,-0.12,-0.31,-0.12
2024-08-22 20:11:51,0.31,-0.55,-0.49
2024-08-22 19:57:06,0.24,-0.43,-0.43
2024-08-22 19:57:51,0.06,-0.37,-0.18
2024-08-22 20:04:17,0.18,-0.37,-0.12
2024-08-22 19:55:25,-0.06,-0.31,-0.06
2024-08-22 20:00:17,-0.06,-0.31,-0.12
2024-08-22 20:10:59,0.12,-0.37,-0.31
2024-08-22 19:59:39,-0.06,-0.31,-0.12
2024-08-22 20:09:52,0.12,-0.37,-0.24
2024-08-22 20:08:57,0.0,-0.37,-0.18
2024-08-22 19:53:24,-0.31,-0.43,-0.06
2024-08-22 20:02:36,0.12,-0.37,-0.37
2024-08-22 20:06:51,0.0,-0.37,-0.24
2024-08-22 20:03:32,0.18,-0.49,-0.37
2024-08-22 20:02:47,0.0,-0.31,-0.18
2024-08-22 19:59:45,0.06,-0.43,-0.31
2024-08-22 20:06:43,0.18,-0.43,-0.37
2024-08-22 20:07:22,-0.06,-0.37,-0.12
2024-08-22 20:00:16,0.06,-0.43,-0.31
2024-08-22 20:02:06,0.18,-0.43,-0.37
2024-08-22 20:09:17,0.0,-0.31,-0.18
2024-08-22 20:02:05,0.0,-0.37,-0.12
2024-08-22 20:02:37,0.18,-0.43,-0.37
2024-08-22 19:59:24,-0.12,-0.18,0.0
2024-08-22 19:58:59,0.0,-0.31,-0.12
2024-08-22 19:53:19,-0.06,-0.31,-0.12
2024-08-22 20:00:24,-0.18,-0.24,-15.63
2024-08-22 20:10:35,-0.18,-0.18,0.06
2024-08-22 19:56:24,-0.06,-0.24,-0.12
2024-08-22 19:58:32,0.12,-0.31,-0.31
2024-08-22 19:59:43,0.31,-0.43,-0.43
2024-08-22 19:57:19,-0.06,-0.37,-0.18
2024-08-22 19:59:32,-0.06,-0.37,-0.18
2024-08-22 20:11:26,0.06,-0.31,-0.24
2024-08-22 20:12:11,0.0,-0.31,-0.18
2024-08-22 20:07:37,0.06,-0.37,-0.24
2024-08-22 20:09:03,0.12,-0.37,-0.31
2024-08-22 20:05:41,-0.06,-0.31,-0.18
2024-08-22 19:56:33,-0.06,-0.37,-0.12
2024-08-22 20:11:29,0.0,-0.37,-0.24
2024-08-22 20:12:26,0.12,-0.43,-0.37
2024-08-22 19:59:27,-0.06,-0.31,-0.12
2024-08-22 19:55:34,-0.12,-0.37,-0.12
2024-08-22 20:05:55,0.06,-0.37,-0.24
2024-08-22 19:58:46,0.06,-0.37,-0.24
2024-08-22 20:05:16,-0.06,-0.31,-0.18
2024-08-22 19:53:52,-15.44,-0.31,0.0
2024-08-22 19:55:28,0.24,-0.43,-0.37
2024-08-22 20:00:07,0.06,-0.31,-0.24
2024-08-22 20:03:11,-0.18,-0.24,0.0
2024-08-22 20:10:56,-0.06,-0.31,-0.12
2024-08-22 19:53:01,0.0,-0.31,-0.24
2024-08-22 19:53:54,0.12,-0.43,-0.37
2024-08-22 20:00:33,-0.49,0.73,0.49
2024-08-22 20:04:38,0.18,-0.43,-0.37
2024-08-22 20:00:23,0.31,-0.55,-0.55
2024-08-22 19:54:21,0.12,-0.31,-0.31
2024-08-22 19:55:37,0.06,-0.37,-0.24
2024-08-22 19:56:44,0.12,-0.31,-0.31
2024-08-22 19:59:41,0.06,-0.43,-0.37
2024-08-22 20:01:01,0.06,-0.31,-0.18
2024-08-22 19:58:24,0.18,-0.37,-0.31
2024-08-22 20:02:09,-0.06,-0.37,-0.24
2024-08-22 20:05:21,0.18,-0.43,-0.31
2024-08-22 20:11:10,0.18,-0.37,-0.31
2024-08-22 20:12:01,-0.37,0.0,0.24
2024-08-22 20:11:50,-0.06,-0.37,-0.12
2024-08-22 20:03:50,0.12,-0.37,-0.31
2024-08-22 20:11:55,-0.06,-0.31,-0.12
2024-08-22 19:57:09,0.12,-0.31,-0.31
2024-08-22 20:06:19,-0.06,-0.37,-0.12
2024-08-22 20:12:18,0.06,-0.37,-0.18
2024-08-22 20:10:45,0.06,-0.37,-0.31
2024-08-22 19:53:04,-0.06,-0.37,-0.18
2024-08-22 20:03:35,0.12,-0.37,-0.31
2024-08-22 20:06:15,0.12,-0.37,-0.31
2024-08-22 20:08:24,0.12,-0.37,-0.31
2024-08-22 20:09:55,0.06,-0.37,-0.24
2024-08-22 20:04:53,-0.12,-0.24,0.0
2024-08-22 20:10:52,0.0,-0.31,-0.18
2024-08-22 20:11:17,0.06,-0.31,-0.18
2024-08-22 20:01:59,0.0,-0.31,-0.18
2024-08-22 20:07:46,0.12,-0.43,-0.37
2024-08-22 20:05:07,0.06,-0.37,-0.24
2024-08-22 19:54:20,-0.12,-0.37,-0.12
2024-08-22 19:53:11,0.06,-0.37,-0.24
2024-08-22 19:59:10,0.18,-0.37,-0.43
2024-08-22 20:02:49,-0.12,-0.31,-0.06
2024-08-22 20:10:10,0.0,-0.37,-0.31
2024-08-22 20:05:30,-0.06,-0.31,-0.12
2024-08-22 19:58:28,-0.12,-0.24,-0.06
2024-08-22 19:58:17,-0.12,-0.24,-0.06
2024-08-22 20:05:20,0.18,-0.37,-0.37
2024-08-22 19:58:07,-0.06,-0.37,-0.12
2024-08-22 19:59:53,0.0,-0.31,-0.18
2024-08-22 20:05:34,0.24,-0.43,-0.31
2024-08-22 20:09:25,-0.06,-0.31,-0.12
2024-08-22 20:09:15,0.12,-0.43,-0.31
2024-08-22 20:07:43,0.06,-0.31,-0.24
2024-08-22 20:11:41,-0.06,-0.31,-0.12
2024-08-22 20:09:13,0.12,-0.43,-0.31
2024-08-22 20:08:03,0.24,-0.49,-0.49
2024-08-22 20:04:07,0.12,-0.31,-0.24
2024-08-22 19:59:35,0.06,-0.31,-0.24
2024-08-22 19:54:53,-0.12,-0.31,-0.12
2024-08-22 20:07:05,-0.12,-0.31,-0.06
2024-08-22 20:11:08,-0.12,-0.24,-0.12
2024-08-22 20:03:10,0.12,-0.43,-0.31
2024-08-22 20:03:34,0.0,-0.49,-0.18
2024-08-22 19:55:04,0.0,-0.37,-0.12
2024-08-22 20:03:18,-0.06,-0.31,-0.24
2024-08-22 20:11:43,0.12,-0.37,-0.24
2024-08-22 20:05:17,0.0,-0.31,-0.18
2024-08-22 20:01:22,0.06,-0.37,-0.24
2024-08-22 20:01:26,0.12,-0.43,-0.31
2024-08-22 19:55:00,0.0,-0.37,-0.24
2024-08-22 20:03:43,0.06,-0.37,-0.24
2024-08-22 20:09:10,0.0,-0.37,-0.24
2024-08-22 20:06:23,0.12,-0.37,-0.31
2024-08-22 19:57:48,0.0,-0.37,-0.18
2024-08-22 20:08:26,0.0,-0.37,-0.18
2024-08-22 20:00:26,0.0,-0.37,-0.12
2024-08-22 19:55:35,-0.12,-0.31,-0.12
2024-08-22 19:58:36,0.12,-0.37,-0.31
2024-08-22 20:03:22,0.24,-0.55,-0.49
2024-08-22 19:59:21,0.31,-0.31,-0.49
2024-08-22 19:57:37,0.0,-0.37,-0.12
2024-08-22 19:57:33,0.12,-0.37,-0.31
2024-08-22 20:05:36,-0.06,-0.31,-0.12
2024-08-22 20:02:34,-0.12,-0.43,-0.06
2024-08-22 20:04:48,0.0,-0.37,-0.18
2024-08-22 20:04:31,0.24,-0.37,-0.37
2024-08-22 20:03:42,0.06,-0.37,-0.37
2024-08-22 19:56:19,0.06,-0.43,-0.31
2024-08-22 20:10:16,-0.06,-0.31,-0.12
2024-08-22 19:54:48,-0.12,-0.31,0.0
2024-08-22 19:59:01,0.12,-0.37,-0.31
2024-08-22 20:00:47,-0.06,-0.24,-0.12
2024-08-22 20:08:22,0.18,-0.43,-0.37
2024-08-22 19:55:39,0.06,-0.37,-0.24
2024-08-22 20:03:49,-0.06,-0.31,-0.12
2024-08-22 20:07:33,0.12,-0.37,-0.24
2024-08-22 20:09:50,-0.06,-0.24,-0.12
2024-08-22 20:10:06,0.0,-0.31,-0.18
2024-08-22 19:55:56,-0.24,-0.31,0.0
2024-08-22 20:04:06,0.18,-0.37,-0.37
2024-08-22 20:05:06,-0.12,-0.24,-0.06
2024-08-22 19:57:08,-0.06,-0.31,-0.12
2024-08-22 20:03:17,0.06,-0.37,-0.24
2024-08-22 19:58:57,-0.12,-0.24,-0.06
2024-08-22 19:53:36,-33.69,15.63,-25.7
2024-08-22 20:12:16,0.0,-0.31,-0.18
2024-08-22 19:54:46,0.06,-0.31,-0.43
2024-08-22 20:04:04,0.0,-0.37,-0.18
2024-08-22 19:55:10,-0.18,-0.31,0.0
2024-08-22 20:01:02,0.18,-0.49,-0.37
2024-08-22 20:03:29,-0.24,-0.49,0.0
2024-08-22 20:04:21,0.0,-0.43,-0.18
2024-08-22 20:07:18,0.0,-0.37,-0.12
2024-08-22 19:57:10,0.12,-0.61,-0.31
2024-08-22 20:00:38,-0.12,-0.31,0.0
2024-08-22 19:57:02,0.31,-0.37,-0.43
2024-08-22 19:57:17,0.18,-0.55,-0.49
2024-08-22 20:04:55,0.0,-0.37,-0.18
2024-08-22 20:10:30,0.24,-0.37,-0.43
2024-08-22 20:11:06,0.06,-0.37,-0.24
2024-08-22 20:05:03,0.24,-0.31,-0.43
2024-08-22 20:06:32,-0.06,-0.24,-0.12
2024-08-22 20:06:46,-0.12,-0.31,-0.12
2024-08-22 20:03:57,-0.24,-0.24,0.0
2024-08-22 20:10:28,-0.24,-0.31,0.0
2024-08-22 19:55:06,0.0,-0.31,-0.18
2024-08-22 20:01:33,0.06,-0.49,-0.31
2024-08-22 19:55:42,-0.06,-0.37,-0.12
2024-08-22 20:01:40,0.12,-0.43,-0.31
2024-08-22 20:02:39,0.06,-0.31,-0.24
2024-08-22 20:02:44,-0.06,-0.31,-0.12
2024-08-22 19:58:10,0.06,-0.24,-0.18
2024-08-22 20:06:40,0.0,-0.37,-0.18
2024-08-22 19:57:01,0.0,-0.31,-0.18
2024-08-22 19:56:55,0.06,-0.43,-0.24
2024-08-22 19:59:22,-0.12,-0.31,-0.06
2024-08-22 20:05:18,0.06,-0.37,-0.24
2024-08-22 20:12:21,0.06,-0.43,-0.24
2024-08-22 20:10:37,-0.12,-0.24,-0.06
2024-08-22 19:54:13,-0.18,-0.31,0.0
2024-08-22 19:58:21,0.06,-0.31,-0.18
2024-08-22 20:07:28,0.24,-0.43,-0.43
2024-08-22 19:55:17,-0.18,-0.31,-0.06
2024-08-22 19:56:06,0.0,-0.37,-0.24
2024-08-22 20:09:46,-0.06,-0.24,-0.12
2024-08-22 20:08:32,-0.06,-0.31,-0.12
2024-08-22 19:57:15,0.0,-0.31,-0.18
2024-08-22 19:59:48,0.0,-0.37,-0.18
2024-08-22 20:00:59,0.24,-0.43,-0.43
2024-08-22 20:10:38,0.12,-0.43,-0.31
2024-08-22 20:07:01,0.12,-0.43,-0.37
2024-08-22 19:54:25,0.43,-0.37,-0.55
2024-08-22 19:53:03,-0.12,-0.37,-0.18
2024-08-22 20:09:01,0.06,-0.37,-0.31
2024-08-22 20:01:24,0.12,-0.37,-0.31
2024-08-22 20:04:02,-0.06,-0.31,-0.12
2024-08-22 20:01:12,0.18,-0.37,-0.43
2024-08-22 20:07:07,0.12,-0.37,-0.24
2024-08-22 20:03:15,0.18,-0.37,-0.37
2024-08-22 20:04:20,-0.18,-0.31,0.0
2024-08-22 19:54:56,0.0,-0.49,-0.24
2024-08-22 20:01:39,0.06,-0.37,-0.31
2024-08-22 19:53:14,0.06,-0.31,-0.24
2024-08-22 20:09:57,0.06,-0.31,-0.24
2024-08-22 20:09:14,0.18,-0.49,-0.43
2024-08-22 20:10:55,0.24,-0.43,-0.43
2024-08-22 19:56:54,-0.06,-0.31,-0.12
2024-08-22 19:57:39,0.06,-0.43,-0.31
2024-08-22 20:00:13,-0.06,-0.31,-0.12
2024-08-22 19:53:07,0.0,-0.31,-0.18
2024-08-22 20:02:42,-0.12,-0.24,-0.06
2024-08-22 19:57:03,-0.12,-0.31,-0.06
2024-08-22 20:08:42,0.06,-0.37,-0.31
2024-08-22 19:53:08,-0.06,-0.37,-0.12
2024-08-22 20:03:28,0.06,-0.55,-0.24
2024-08-22 20:10:14,0.06,-0.37,-0.18
2024-08-22 19:58:14,0.0,-0.31,-0.18
2024-08-22 20:03:41,-0.06,-0.24,-0.06
2024-08-22 20:01:13,-0.06,-0.37,-0.18
2024-08-22 19:58:54,0.12,-0.43,-0.37
2024-08-22 20:07:26,0.06,-0.43,-0.24
2024-08-22 20:03:52,0.12,-0.37,-0.31
