timestamp,x,y,z
2024-08-22 19:57:13,0.0,-0.37,-0.12
2024-08-22 20:10:41,0.0,-0.37,-0.18
2024-08-22 20:06:09,-0.12,-0.24,-0.12
2024-08-22 20:09:36,0.24,-0.43,-0.43
2024-08-22 20:10:48,0.12,-0.37,-0.31
2024-08-22 20:11:12,-0.18,-0.24,-0.06
2024-08-22 19:59:31,0.18,-0.37,-0.37
2024-08-22 19:54:01,0.24,-0.43,-0.43
2024-08-22 19:54:39,0.31,-0.43,-0.43
2024-08-22 19:53:38,0.12,0.18,-0.18
2024-08-22 19:58:11,0.18,-0.37,-0.31
2024-08-22 20:00:00,0.12,-0.37,-0.24
2024-08-22 20:07:04,-0.06,-0.31,-0.12
2024-08-22 20:00:12,-0.06,-0.31,-0.12
2024-08-22 20:07:11,0.12,-0.43,-0.24
2024-08-22 20:05:51,-0.06,-0.31,-0.12
2024-08-22 19:54:35,0.18,-0.37,-0.37
2024-08-22 19:57:34,-0.12,-0.31,-0.12
2024-08-22 20:08:11,-0.06,-0.31,-0.12
2024-08-22 20:10:51,-0.12,-0.24,-0.12
2024-08-22 19:56:16,-0.12,-0.24,-0.06
2024-08-22 20:11:13,-0.12,-0.24,-0.06
2024-08-22 20:03:25,-0.06,-0.37,-0.18
2024-08-22 20:11:48,0.0,-0.43,-0.18
2024-08-22 19:57:16,0.18,-0.37,-0.37
2024-08-22 20:04:52,0.0,-0.37,-0.24
2024-08-22 20:06:39,-0.06,-0.31,-0.12
2024-08-22 20:01:32,0.18,-0.37,-0.37
2024-08-22 19:59:08,0.18,-0.37,-0.37
2024-08-22 20:02:57,0.06,-0.37,-0.24
2024-08-22 20:11:31,0.06,-0.31,-0.18
2024-08-22 19:56:22,0.06,-0.37,-0.31
2024-08-22 19:56:34,0.12,-0.37,-0.31
2024-08-22 20:06:06,0.0,-0.31,-0.24
2024-08-22 20:01:37,0.06,-0.37,-0.31
2024-08-22 19:56:12,0.18,-0.43,-0.31
2024-08-22 20:08:21,0.12,-0.31,-0.31
2024-08-22 19:56:02,-0.06,-0.37,-0.12
2024-08-22 20:00:51,0.0,-0.37,-0.24
2024-08-22 20:03:00,0.0,-0.31,-0.18
2024-08-22 20:02:08,-0.12,-0.31,-0.12
2024-08-22 20:02:02,0.24,-0.43,-0.37
2024-08-22 20:08:35,0.18,-0.37,-0.37
2024-08-22 20:03:08,0.12,-0.37,-0.24
2024-08-22 20:00:45,-0.06,-0.37,-0.18
2024-08-22 20:01:17,0.06,-0.43,-0.31
2024-08-22 20:03:56,0.06,-0.31,-0.24
2024-08-22 20:04:27,0.0,-0.37,-0.24
2024-08-22 19:54:03,0.43,-0.24,-0.43
2024-08-22 20:09:35,0.12,-0.37,-0.37
2024-08-22 20:09:42,-0.06,-0.31,-0.18
2024-08-22 20:10:12,0.12,-0.37,-0.37
2024-08-22 19:58:53,-0.12,0.0,0.0
2024-08-22 20:10:23,0.06,-0.43,-0.24
2024-08-22 19:53:25,-0.18,-0.43,-0.12
2024-08-22 19:58:08,0.31,-0.43,-0.49
2024-08-22 19:54:59,0.06,-0.37,-0.24
2024-08-22 20:01:29,0.06,-0.37,-0.31
2024-08-22 19:54:11,-0.12,-0.31,-0.06
2024-08-22 20:06:50,0.06,-0.43,-0.24
2024-08-22 19:55:38,0.0,-0.37,-0.24
2024-08-22 20:01:16,0.12,-0.37,-0.31
2024-08-22 20:11:37,0.0,-0.37,-0.18
2024-08-22 19:55:48,0.12,-0.37,-0.24
2024-08-22 20:08:25,-0.18,-0.24,0.0
2024-08-22 19:53:26,-0.37,-0.43,0.06
2024-08-22 20:07:51,0.18,-0.49,-0.43
2024-08-22 20:02:51,0.18,-0.43,-0.37
2024-08-22 20:03:06,-0.12,-0.24,-0.06
2024-08-22 20:08:33,0.12,-0.31,-0.31
2024-08-22 19:53:46,0.31,-0.37,-0.43
2024-08-22 19:57:58,0.06,-0.37,-0.24
2024-08-22 20:06:30,0.18,-0.43,-0.37
2024-08-22 20:10:49,0.0,-0.31,-0.24
2024-08-22 19:53:39,0.55,-0.37,-0.61
2024-08-22 19:53:29,0.43,-0.24,-0.55
2024-08-22 19:55:59,0.18,-0.37,-0.37
2024-08-22 20:12:33,-0.06,-0.37,-0.31
2024-08-22 19:53:28,-0.18,-0.37,-0.06
2024-08-22 20:03:53,0.92,-1.04,-1.22
2024-08-22 20:07:56,0.06,-0.37,-0.24
2024-08-22 19:56:45,-0.18,-0.31,-0.06
2024-08-22 19:53:53,0.12,-0.31,-0.31
2024-08-22 20:06:55,0.12,-0.49,-0.49
2024-08-22 19:59:06,-0.12,-0.31,-0.06
2024-08-22 20:03:24,0.06,-0.43,-0.31
2024-08-22 20:09:08,-0.06,-0.31,-0.12
2024-08-22 20:00:56,0.06,-0.31,-0.37
2024-08-22 20:06:27,0.12,-0.43,-0.31
2024-08-22 19:59:14,0.18,-0.37,-0.31
2024-08-22 20:01:05,0.06,-0.37,-0.24
2024-08-22 20:01:50,0.0,-0.43,-0.24
2024-08-22 20:06:44,0.06,-0.37,-0.24
2024-08-22 20:07:40,-0.06,-0.31,-0.12
2024-08-22 20:08:45,0.06,-0.37,-0.24
2024-08-22 20:01:36,0.12,-0.43,-0.31
2024-08-22 19:56:10,0.18,-0.43,-0.37
2024-08-22 20:08:39,0.12,-0.31,-0.31
2024-08-22 19:53:31,0.12,-0.37,-0.31
2024-08-22 19:56:58,-0.12,-0.31,-0.06
2024-08-22 19:58:25,0.0,-0.37,-0.18
2024-08-22 20:10:09,0.12,-0.43,-0.37
2024-08-22 19:58:19,0.0,-0.24,-0.18
2024-08-22 20:04:45,0.18,-0.43,-0.31
2024-08-22 20:04:28,-0.12,-0.31,-0.06
2024-08-22 20:06:26,-0.12,-0.24,-0.12
2024-08-22 20:08:07,0.0,-0.31,-0.18
2024-08-22 20:06:11,-0.06,-0.37,-0.18
2024-08-22 20:10:05,0.06,-0.43,-0.24
2024-08-22 19:56:43,0.0,-0.31,-0.18
2024-08-22 19:56:20,0.31,-0.43,-0.49
2024-08-22 19:55:18,0.24,-0.43,-0.43
2024-08-22 19:53:17,0.06,-0.31,-0.24
2024-08-22 19:55:21,-0.37,-0.12,0.18
2024-08-22 20:09:22,-0.18,-0.31,0.0
2024-08-22 20:10:13,0.0,-0.31,-0.24
2024-08-22 20:01:09,0.06,-0.37,-0.24
2024-08-22 20:01:52,0.0,-0.37,-0.24
2024-08-22 20:04:09,0.06,-0.24,-0.24
2024-08-22 19:54:14,-0.18,-0.24,0.0
2024-08-22 19:54:15,0.24,-0.31,-0.49
2024-08-22 20:12:05,0.06,-0.37,-0.24
2024-08-22 20:11:24,0.06,-0.37,-0.24
2024-08-22 20:08:40,0.0,-0.37,-0.18
2024-08-22 19:54:55,0.24,-0.49,-0.43
2024-08-22 19:53:40,0.18,-0.31,-0.37
2024-08-22 19:54:08,-0.12,-0.31,-0.12
2024-08-22 20:11:52,-0.06,-0.31,-0.12
2024-08-22 19:58:04,0.06,-0.31,-0.24
2024-08-22 20:05:45,0.18,-0.37,-0.37
2024-08-22 19:54:42,-0.18,-0.31,-0.06
2024-08-22 20:01:03,0.31,-0.43,-0.43
2024-08-22 20:05:25,0.06,-0.37,-0.24
2024-08-22 20:09:00,0.12,-0.37,-0.31
2024-08-22 20:05:43,-0.12,-0.31,-0.06
2024-08-22 20:12:19,0.06,-0.37,-0.24
2024-08-22 20:04:46,0.06,-0.37,-0.24
2024-08-22 20:10:54,0.12,-0.37,-0.31
2024-08-22 20:07:36,-0.06,-0.31,-0.12
2024-08-22 20:05:11,-0.06,-0.31,-0.12
2024-08-22 20:11:40,0.31,-0.49,-0.55
2024-08-22 19:58:33,-0.06,-0.31,-0.12
2024-08-22 20:02:40,0.06,-0.31,-0.24
2024-08-22 19:56:37,0.06,-0.31,-0.24
2024-08-22 20:09:06,0.06,-0.37,-0.24
2024-08-22 19:55:14,-0.06,-0.31,-0.12
2024-08-22 20:04:57,-0.06,-0.31,-0.18
2024-08-22 20:06:12,0.0,-0.31,-0.24
2024-08-22 20:04:25,0.18,-0.37,-0.37
2024-08-22 19:56:31,0.06,-0.43,-0.24
2024-08-22 20:10:33,-0.06,-0.31,-0.31
2024-08-22 19:58:29,0.18,-0.43,-0.37
2024-08-22 19:59:04,-0.12,-0.31,-0.12
2024-08-22 19:56:17,0.12,-0.43,-0.31
2024-08-22 19:58:42,0.0,-0.31,-0.18
2024-08-22 20:01:57,0.0,-0.24,-0.12
2024-08-22 20:00:10,-0.06,-0.37,-0.12
2024-08-22 20:05:54,-0.06,-0.31,-0.12
2024-08-22 20:07:57,0.24,-0.49,-0.49
2024-08-22 20:05:33,0.12,-0.37,-0.31
2024-08-22 20:05:47,0.18,-0.43,-0.37
2024-08-22 20:00:40,0.06,-0.37,-0.24
2024-08-22 20:10:58,-0.12,-0.24,-0.12
2024-08-22 19:56:05,0.06,-0.37,-0.31
2024-08-22 19:54:41,0.12,-0.06,-0.18
2024-08-22 20:10:17,0.12,-0.31,-0.31
2024-08-22 19:56:56,0.18,-0.43,-0.43
2024-08-22 20:05:13,0.18,-0.37,-0.37
2024-08-22 20:07:50,0.0,-0.31,-0.18
2024-08-22 19:59:29,0.12,-0.43,-0.31
2024-08-22 19:54:58,0.18,-0.37,-0.37
2024-08-22 19:58:47,0.06,-0.37,-0.31
2024-08-22 20:06:58,0.06,-0.31,-0.24
2024-08-22 20:08:19,-0.06,-0.31,-0.12
2024-08-22 20:04:23,0.0,-0.37,-0.18
2024-08-22 20:00:19,-0.06,-0.55,-0.24
2024-08-22 19:54:30,-0.31,-0.31,0.0
2024-08-22 20:06:57,0.18,-0.49,-0.43
2024-08-22 20:04:36,0.12,-0.31,-0.31
2024-08-22 20:07:25,-0.06,-0.31,-0.18
2024-08-22 20:11:20,0.12,-0.37,-0.31
2024-08-22 20:09:20,0.18,-0.43,-0.37
2024-08-22 20:02:50,0.18,-0.43,-0.37
2024-08-22 19:57:36,-0.12,-0.31,-0.06
2024-08-22 20:09:07,-0.06,-0.37,-0.12
2024-08-22 20:01:51,-0.06,-0.31,-0.12
2024-08-22 19:57:20,-0.06,-0.31,-0.12
2024-08-22 19:58:38,0.0,-0.31,-0.18
2024-08-22 20:09:29,0.0,-0.37,-0.18
2024-08-22 19:55:13,-0.12,-0.31,-0.06
2024-08-22 20:00:28,0.06,-0.43,-0.31
2024-08-22 20:04:24,0.12,-0.37,-0.24
2024-08-22 20:05:37,0.0,-0.37,-0.12
2024-08-22 20:12:32,-0.12,-0.31,-0.12
2024-08-22 20:11:33,0.06,-0.37,-0.31
2024-08-22 20:09:49,-0.06,-0.31,-0.12
2024-08-22 20:09:41,-0.12,-0.31,-0.12
2024-08-22 20:12:12,0.06,-0.31,-0.24
2024-08-22 20:03:13,-0.06,-0.31,-0.06
2024-08-22 19:58:52,0.18,-0.49,-0.43
2024-08-22 20:00:37,0.0,-0.37,-0.24
2024-08-22 20:03:48,0.06,-0.43,-0.31
2024-08-22 20:06:47,-0.06,-0.37,-0.12
2024-08-22 19:58:35,0.06,-0.37,-0.24
2024-08-22 19:53:50,0.06,-0.37,-0.24
2024-08-22 19:59:38,0.06,-0.37,-0.24
2024-08-22 19:59:52,-0.12,-0.24,0.0
2024-08-22 20:02:20,0.24,-0.43,-0.43
2024-08-22 20:02:53,0.0,-0.31,-0.18
2024-08-22 20:04:42,0.06,-0.37,-0.18
2024-08-22 20:00:30,0.24,-0.43,-0.37
2024-08-22 20:03:14,0.0,-0.37,-0.12
2024-08-22 20:04:43,0.06,-0.37,-0.24
2024-08-22 19:57:30,0.18,-0.31,-0.37
2024-08-22 19:59:36,0.12,-0.37,-0.31
2024-08-22 19:54:10,0.0,-0.43,-0.24
2024-08-22 20:01:23,-0.06,-0.31,-0.12
2024-08-22 20:07:29,0.0,-0.37,-0.18
2024-08-22 20:01:10,0.12,-0.49,-0.37
2024-08-22 19:56:27,0.06,-0.37,-0.24
2024-08-22 19:53:47,0.31,-0.31,-0.43
2024-08-22 19:57:46,0.18,-0.37,-0.43
2024-08-22 19:59:25,0.0,-0.37,-0.18
2024-08-22 19:53:45,-0.12,-0.37,0.0
2024-08-22 20:08:43,-0.06,-0.31,-0.18
2024-08-22 20:04:18,-0.12,-0.24,-0.06
2024-08-22 20:11:45,0.12,-0.37,-0.24
2024-08-22 19:54:31,0.61,-0.31,-0.73
2024-08-22 19:56:03,0.06,-0.37,-0.31
2024-08-22 19:58:03,0.12,-0.49,-0.31
2024-08-22 20:01:41,0.24,-0.43,-0.43
2024-08-22 19:58:00,0.0,-0.37,-0.18
2024-08-22 20:12:15,0.0,-0.31,-0.18
2024-08-22 20:06:22,0.12,-0.31,-0.31
2024-08-22 20:08:14,0.0,-0.37,-0.18
2024-08-22 20:03:55,0.0,-0.37,-0.31
2024-08-22 20:11:19,0.18,-0.43,-0.37
2024-08-22 19:55:44,-0.12,-0.18,0.0
2024-08-22 20:08:56,-0.12,-0.31,-0.06
2024-08-22 20:06:04,0.12,-0.43,-0.37
2024-08-22 19:59:46,0.24,-0.55,-0.43
2024-08-22 20:04:35,0.0,-0.37,-0.12
2024-08-22 19:59:13,-0.18,-0.31,-0.06
2024-08-22 19:53:42,-0.06,-0.37,-0.12
2024-08-22 19:59:03,0.06,-0.31,-0.24
2024-08-22 20:11:30,0.0,-0.37,-0.18
2024-08-22 20:07:54,-0.12,-0.31,-0.06
2024-08-22 19:58:12,-0.06,-0.31,-0.12
2024-08-22 19:56:26,0.18,-0.43,-0.31
2024-08-22 19:55:23,0.0,-0.43,-0.37
2024-08-22 20:05:57,0.12,-0.37,-0.37
2024-08-22 19:53:22,-0.24,-0.37,-0.06
2024-08-22 19:54:51,0.12,-0.37,-0.37
2024-08-22 19:56:29,-0.06,-0.24,-0.12
2024-08-22 19:58:01,0.06,-0.37,-0.24
2024-08-22 20:11:22,0.0,-0.43,-0.31
2024-08-22 19:54:07,0.0,-0.31,-0.12
2024-08-22 19:56:38,-0.12,-0.31,0.0
2024-08-22 20:03:45,0.0,-0.31,-0.12
2024-08-22 19:58:31,-0.18,-0.31,0.0
2024-08-22 20:09:48,0.0,-0.31,-0.18
2024-08-22 19:53:12,0.06,-0.31,-0.24
2024-08-22 20:07:00,0.49,-0.73,-0.67
2024-08-22 20:07:35,-0.12,-0.31,-0.12
2024-08-22 20:12:30,-0.06,-0.31,-0.12
2024-08-22 20:01:20,-0.06,-0.37,-0.12
2024-08-22 20:07:21,0.06,-0.31,-0.24
2024-08-22 19:54:17,-0.12,-0.43,-0.12
2024-08-22 20:08:12,-0.06,-0.31,-0.06
2024-08-22 19:54:49,-0.24,-0.43,-0.06
2024-08-22 20:02:29,0.0,-0.31,-0.24
2024-08-22 20:05:10,0.0,-0.31,-0.12
2024-08-22 20:10:34,-0.12,-0.24,-0.06
2024-08-22 20:04:59,0.0,-0.43,-0.18
2024-08-22 20:00:21,0.37,-0.43,-0.49
2024-08-22 19:54:45,-0.06,-0.31,-0.12
2024-08-22 20:05:40,0.06,-0.37,-0.24
2024-08-22 20:04:13,-0.24,-0.12,0.06
2024-08-22 19:59:59,0.12,-0.37,-0.31
2024-08-22 20:10:25,0.0,-0.24,-0.18
2024-08-22 19:55:24,0.24,-0.43,-0.43
2024-08-22 20:03:01,0.12,-0.37,-0.31
2024-08-22 20:07:02,0.0,-0.37,-0.18
2024-08-22 20:02:01,-0.12,-0.31,-0.06
2024-08-22 20:07:16,-0.06,-0.31,-0.12
2024-08-22 20:02:16,0.0,-0.31,-0.18
2024-08-22 20:12:35,0.12,-0.37,-0.31
2024-08-22 20:04:14,0.06,-0.31,-0.18
2024-08-22 20:08:17,0.0,-0.31,-0.18
2024-08-22 20:11:54,0.0,-0.31,-0.18
2024-08-22 19:55:32,-0.12,-0.31,-0.06
2024-08-22 20:08:00,-0.12,-0.24,-0.06
2024-08-22 19:55:55,-0.06,-0.31,0.0
2024-08-22 20:02:04,-0.06,-0.31,-0.12
2024-08-22 20:09:34,0.0,-0.43,-0.31
2024-08-22 20:06:37,0.0,-0.31,-0.18
2024-08-22 19:57:50,0.24,-0.43,-0.43
2024-08-22 19:55:58,-0.06,-0.31,-0.12
2024-08-22 20:08:08,0.18,-0.37,-0.31
2024-08-22 19:54:44,0.31,-0.18,-0.49
2024-08-22 19:54:37,0.31,-0.31,-0.37
2024-08-22 20:05:09,0.06,-0.37,-0.31
2024-08-22 20:07:32,0.0,-0.43,-0.18
2024-08-22 20:05:50,-0.12,-0.31,-0.06
2024-08-22 20:12:22,0.06,-0.37,-0.18
2024-08-22 19:59:34,-0.12,-0.31,-0.12
2024-08-22 20:02:46,0.18,-0.37,-0.37
2024-08-22 20:11:34,0.06,-0.37,-0.18
2024-08-22 19:53:18,0.06,-0.37,-0.24
2024-08-22 20:08:05,0.0,-0.31,-0.24
2024-08-22 20:01:08,-0.12,-0.43,-0.12
2024-08-22 20:06:33,-0.06,-0.37,-0.12
2024-08-22 19:53:43,0.06,-0.37,-0.18
2024-08-22 20:07:44,0.24,-0.43,-0.37
2024-08-22 20:09:24,0.0,-0.37,-0.18
2024-08-22 20:05:27,0.18,-0.37,-0.37
2024-08-22 20:11:01,0.06,-0.37,-0.31
2024-08-22 20:02:27,0.06,-0.37,-0.24
2024-08-22 20:00:20,-0.06,-0.18,-0.12
2024-08-22 19:56:51,-0.18,-0.31,0.0
2024-08-22 19:54:00,-0.12,-0.31,0.0
2024-08-22 19:57:12,-0.06,-0.37,-0.24
2024-08-22 20:06:54,0.06,-0.37,-0.24
2024-08-22 20:03:46,-0.06,-0.31,-0.12
2024-08-22 20:02:33,-0.06,-0.37,-0.06
2024-08-22 19:54:52,-0.37,-0.37,0.12
